Journal,H Index,Impact Factor,
Proceedings - 2014 IEEE Asian Solid-State Circuits Conference,13.0,1.5296731399862131
14th International Conference on the Principles of Knowledge Representation and Reasoning,28.0,1.8368921818903516
IISWC 2014 - IEEE International Symposium on Workload Characterization,14.0,1.5501544094464892
Operating Systems Review (ACM),5.0,1.365822984304006
Principles of Knowledge Representation and Reasoning: Proceedings of the 15th International Conference,5.0,1.365822984304006
PEPM 2015 - Proceedings of the 2015 ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,10.0,1.4682293316053854
MCS 2015 - Proceedings of the 6th International Workshop on Mobile Cloud Computing and Services,20.0,1.6730420262081445
ACM/IEEE International Conference on Human-Robot Interaction,45.0,2.185073762715042
ASIACCS 2015 - Proceedings of the 10th ACM Symposium on Information,9.0,1.4477480621451095
2016 IEEE 32nd International Conference on Data Engineering,59.0,2.4718115351589045
Proceedings - 2014 3rd European Workshop on Software-Defined Networks,6.0,1.386304253764282
2014 IEEE International Conference on Smart Grid Communications,5.0,1.365822984304006
MMCommons 2015 - Proceedings of the 2015 Workshop on Community-Organized Multimodal Mining: Opportunities for Novel Solutions,3.0,1.3248604453834543
2014 Formal Methods in Computer-Aided Design,60.0,2.49229280461918
2014 IEEE Globecom Workshops,5.0,1.365822984304006
2015 IEEE International Conference on Computational Photography,38.0,2.0417048764931107
CIKM 2014 - Proceedings of the 2014 ACM International Conference on Information and Knowledge Management,10.0,1.4682293316053854
EC 2015 - Proceedings of the 2015 ACM Conference on Economics and Computation,9.0,1.4477480621451095
IS'2012 - 2012 6th IEEE International Conference Intelligent Systems,71.0,2.7175867686822155
Proceedings of the Computer Security Foundations Workshop,19.0,1.6525607567478686
ICMR 2014 - Proceedings of the ACM International Conference on Multimedia Retrieval 2014,6.0,1.386304253764282
SIGCOMM 2016 - Proceedings of the 2016 ACM Conference on Special Interest Group on Data Communication,5.0,1.365822984304006
THERMINIC 2015 - 21st International Workshop on Thermal Investigations of ICs and Systems,4.0,1.34534171484373
Proceedings - SCA 2015: 14th ACM SIGGRAPH / Eurographics Symposium on Computer Animation,29.0,1.8573734513506275
2015 IEEE International Symposium on Dynamic Spectrum Access Networks,4.0,1.34534171484373
2014 IEEE Winter Conference on Applications of Computer Vision,5.0,1.365822984304006
AllThingsCellular 2015 - Proceedings of the 5th Workshop on All Things Cellular: Operations,55.0,2.389886457317801
CSWS 2014 - Proceedings of the ACM SIGCOMM 2014 Workshop on Capacity Sharing Workshop,8.0,1.4272667926848337
22nd International Congress on Sound and Vibration,4.0,1.34534171484373
AGERE 2015 - Proceedings of the 5th International Workshop on Programming Based on Actors,5.0,1.365822984304006
2014 IEEE Globecom Workshops,53.0,2.348923918397249
2nd IEEE Workshop on Wide Bandgap Power Devices and Applications,4.0,1.34534171484373
2014 IEEE International Conference on Communications Workshops,3.0,1.3248604453834543
WSDM 2016 - Proceedings of the 9th ACM International Conference on Web Search and Data Mining,53.0,2.348923918397249
